numero di foto di buongiorno,numero di like per foto,numero di commenti per foto,boomer
81.7771734035643,17.133848235475845,38.79183819955996,1
58.50788352172695,14.29715074144723,22.8157740702612,1
96.45244730892652,9.85618241968188,36.44425392422983,1
65.45892062932508,13.718072608237806,47.84053499779783,1
51.21243383636758,29.41082870295636,22.762496969938432,1
61.72680515339611,4.6837694247312465,35.81383371340547,1
95.41727995909372,21.64601813259961,34.457991605492595,1
54.36527858346655,13.212814003911314,31.23467482722458,1
47.81498461634967,21.34318277115248,40.71227421416317,1
48.071987420857475,13.326550844014847,40.24934246296146,1
68.50921983421635,9.633859590309722,36.07707172686395,1
55.94154699430227,17.72789094586221,52.12394348167344,1
50.77630156560731,11.36887796428994,36.83482658214833,1
81.14768858400566,16.97271525487485,39.76603302572037,1
60.220922450680256,12.716985183387566,29.73249158895964,1
64.73876557091336,13.562346984631985,51.448107468687105,1
43.00350953905097,15.18414775932816,29.051829246214318,1
69.74920767331379,15.783312165211655,20.794367295991112,1
68.89659942471701,20.656439419765846,20.04083217714484,1
43.701343760634785,13.411319114696882,25.417056153932876,1
100.49011978690297,20.70246219404045,26.62215457294057,1
85.78423979231026,25.29363639546089,47.35760418103596,1
67.44609027317628,8.603312994450636,50.459345514539564,1
29.80161316735725,22.409182595888105,38.28685844701397,1
55.22154125341879,8.690888686513544,22.515583417764358,1
54.869139755122994,13.070739004869107,27.24695641401631,1
47.964704749011716,8.671021626905226,32.758969526831805,1
66.56777428120283,17.24617592484892,30.92004852841716,1
52.353537836812926,15.159737453303745,37.959620541572,1
75.25480687957386,18.43430724150961,26.318170240202345,1
52.68061300793825,12.71584000428724,32.953379201329945,1
57.053942285453644,9.191476511273773,13.382831225782569,1
73.77229937724421,4.458400349950127,33.72046343772734,1
52.73472252433813,20.111165133587,33.44422186997555,1
45.581445129531296,20.874692930968514,37.98129980817451,1
62.68224615490103,17.205487700652757,37.75583094860689,1
69.83426721619989,17.493597486957892,25.81931700250483,1
87.77781240109245,18.682079637953,38.241212211898436,1
71.91237653543494,8.126596806299965,36.589407659863184,1
71.06462118575048,19.959902109506785,42.46481919698874,1
40.59963452020115,14.350350839021056,54.1269660417242,1
62.83732840110853,5.836581301820754,36.39978622725384,1
48.51303989083768,19.09333991155221,35.381877224466216,1
58.734623156321675,12.762419947533257,30.358122382730265,1
50.55843509080528,19.38691166199291,46.17157329943606,1
56.78288674563899,13.09113522328723,11.209727645692613,1
80.94617565163844,18.736716050291665,17.755981331015633,1
52.38802765584925,20.417462405215282,34.459947835341346,1
33.57524794985454,9.292622117313083,44.12223405961786,1
28.728926424979033,8.936774825135787,39.476858228581094,1
89.62184122399937,12.601836427673874,21.18043322423619,1
63.84812411624685,15.791966757475812,39.49935547717357,1
52.481481570801385,23.096936496756328,33.75598077561947,1
61.97442765155561,16.90983856546529,20.08465003258296,1
85.47086179822165,14.952871485941355,44.370500251914365,1
59.92929343655074,10.743065222632966,42.946132008828826,1
63.17069846876387,14.06670150311419,43.90282174476989,1
60.98437402894246,13.71534902974532,25.090759395759072,1
40.01740939555017,17.39339388718055,20.900136440951304,1
77.08218426026949,10.789918337645647,20.305379526575692,1
52.01533129282101,16.859421128527455,32.093083886838635,1
43.9724962083379,2.1778991745064467,33.271410300821984,1
51.57764552975702,17.332362453241153,49.69666808475661,1
40.13743418734907,25.161157394916128,12.53518836361311,1
82.40716537803002,9.652569425934015,12.60269613857148,1
60.86060891248943,19.778994719981803,39.46377168948078,1
64.9364265401281,15.236965541765725,39.53097314153986,1
66.43034787310958,18.411970401507297,35.163623907322666,1
94.32177169640237,9.071323199073571,34.182938971548104,1
43.23979105541178,17.442523126896788,26.810537888379073,1
77.4039460840172,26.96648214291105,31.562087892233762,1
35.85702383235152,8.735820873608603,31.13891373746359,1
37.15284699634087,11.452893515084028,25.53183924449389,1
92.933866995947,16.331307644230492,44.01333799570696,1
65.383924316048,25.673111188068066,25.250859881003645,1
33.811127285057594,23.803717821320248,56.40591961396268,1
32.745267571862314,18.52939813907831,40.26935228866935,1
54.842655894909896,14.339386599610634,41.562019137843535,1
56.40458599811418,8.488577862636873,37.0867849343869,1
65.47816995699314,20.26118641050269,34.5885660268716,1
59.96699219298044,25.73492610573112,26.31622609821679,1
73.05554543024927,20.76051297994262,40.635547068785755,1
68.89525010346408,20.61979943757329,48.21887039715593,1
81.7342151729554,15.724176659284947,40.93678341720146,1
66.43650691685313,24.987282576397252,38.021222152705015,1
52.81187113363741,22.126973753873628,30.54899322476544,1
34.97676416645012,16.251706569250942,11.13520901906188,1
94.78943914046856,18.86340867341717,23.641320272470164,1
52.351013400819426,14.104603851038528,17.913775288297533,1
62.669856043942005,14.183876415764944,29.13665857107001,1
53.49216356015221,21.88989896080329,36.69158829195985,1
38.981794507368406,15.604029953921179,49.0745603612301,1
77.42718397205236,8.51240435472473,33.366131898181834,1
68.49767413153742,17.93300862970927,21.261343463297997,1
66.08566101782594,16.960680363232782,30.97128563746775,1
34.7356158134739,17.269986103373984,35.50496154787353,1
58.04533087487192,26.390653775244626,35.76477256480853,1
60.925648132052864,20.329277582971034,11.441664086301696,1
55.95446283336811,11.915360594386414,41.905010014199966,1
31.35189269203452,10.976470542750649,35.998504415180385,1
57.08739222969041,18.68292575670816,38.47355651171192,1
38.20704011762553,18.60330776091735,42.20818647884247,1
64.80974784179578,17.151032658431244,26.477919932230268,1
23.58491931019016,21.29817942267274,46.03161827445771,1
36.92895489352419,24.49086101835316,46.67328386314321,1
49.89266380897044,20.000233229314773,35.890105571135585,1
50.59884142815297,17.611470051891178,44.290905048693865,1
77.58464882989219,23.9869351749586,33.75261755172346,1
82.95658473535487,17.413146604252514,20.623147858436607,1
60.987525149874784,16.776350901915347,31.864435231186533,1
51.94352052234797,14.989955489620252,45.583030863435724,1
63.599124031681,11.29049863856558,52.289612386925285,1
78.2646910474734,16.109526298020484,45.64481449279558,1
44.95308157556681,1.1884998345805329,42.06009000191565,1
63.95515381212899,21.24975974131536,34.1492342651609,1
59.819796826843,23.245175942740442,35.8220868230636,1
63.23668099431609,20.854470445287628,34.725123773219316,1
60.62446825260875,18.068923538754344,39.04203029758331,1
31.93679159415173,5.1543258292441125,24.982557765424822,1
76.5812764011627,12.08470236424217,41.86024534520917,1
72.21209392770754,11.3256517434715,26.193635885644483,1
68.82251670522628,20.770148555579574,30.44848538470639,1
45.903561199261034,2.734849050557054,40.38355581862599,1
62.2712162709989,18.21482895970181,24.976022982540268,1
48.86505127697093,21.852700360226606,33.76952051273483,1
64.69871128177326,14.68686185479903,43.499851721674936,1
52.82314634601469,23.948604842946644,40.71902749581937,1
48.82277881695369,23.165400772585148,24.917918796784676,1
83.31068545483686,19.18505430949579,30.2709102490094,1
57.91697953243885,29.532429786649146,55.758492745600435,1
52.37217070036826,6.877266014597057,25.094286711138764,1
46.85771990647953,16.206617470534415,27.913839332138227,1
74.50110498152084,12.631599793375372,36.72877295097586,1
86.64070003202463,22.65040218815743,35.41777838060557,1
63.11813525507347,17.561513412082707,25.011811118528207,1
55.130162935216106,19.4813715917791,28.666528724090572,1
68.36563905694835,22.945843843149795,23.571658070625443,1
89.01814890699097,12.890912287531155,29.82946496236401,1
98.98208753958436,9.945816281813304,36.04683461414668,1
56.244734898984134,34.06128126690204,43.18502078524746,1
81.98723043519773,18.621966618168702,23.61650142951119,1
60.9551108747394,14.9129649571067,24.937809170369157,1
62.78355588140219,13.568344717251401,29.64026958496911,1
65.35321329947483,24.518464157255806,29.23161363842832,1
70.01828842753164,15.778282807174904,36.17988938236167,1
55.45254680093198,16.17583270155886,27.380541012404947,1
50.785162506365786,3.943717071514144,47.40027262167364,1
64.46556346846421,14.801397271585287,25.19079989354888,1
50.745050813462974,15.31100786407298,41.01904295790092,1
88.89371495931532,20.520557893649087,31.180816086828777,1
74.9993977091072,8.066773620497656,21.146305490127308,1
45.85959756246262,20.788788751126308,46.07631052189232,1
47.79334609796342,10.584332173718073,40.63368110463886,1
59.8991534410517,20.69721724810969,34.843412154584534,1
53.05238283411021,16.092203046563494,50.022833631063996,1
51.449585534011824,19.045147770889308,26.279828939848446,1
76.81854475427751,24.329744204486488,48.79859439326057,1
61.35731888294899,11.74396107194714,22.864194042067474,1
91.34579030888969,2.132523149741525,43.02835417075999,1
68.08222899199548,12.06302114521441,41.78774125542752,1
52.27794110591989,7.403487128569349,40.019019450911436,1
69.09149305472488,25.45274780695836,29.228797007906323,1
45.83417379216849,3.5996655996643288,31.95873952092575,1
25.620127939221288,16.718257022778225,37.045863328342655,1
70.25560211463954,14.338498357193327,32.263963529100074,1
51.661264218884924,24.67407547649104,49.59067799294569,1
63.2360844049706,22.501054671300274,18.16615228259351,1
65.58554882478758,21.08928048968696,40.67740631436783,1
63.407842961720284,20.421223528601026,22.82483557069436,1
27.39556898775125,15.989736855065038,41.95025426554288,1
74.29281390188608,16.054310916890213,42.75571426191366,1
79.87995492624947,18.582630298494795,38.03508298181696,1
38.077433878071744,18.319546509021038,35.56437161412846,1
87.30738534907644,22.796656199956153,20.612334829747265,1
51.6184715611693,21.98175626938024,33.882745345309885,1
59.76457733037672,19.272250111219336,41.33614744596884,1
70.51312778281036,13.762906339006705,32.535576571501444,1
68.17372044321012,16.55373076652095,45.8438729926303,1
48.991437635385296,5.164000080228803,42.986962472478105,1
70.17488909154925,21.58213116576062,38.563739026189495,1
37.5722617176852,10.167198219167158,44.05823879927769,1
69.86607540072661,14.757122948482282,43.26487869308603,1
71.93267351923859,11.762425400103545,57.08685016357208,1
79.0064566773983,10.82680753125057,51.94899724880436,1
75.97002525246839,19.276339996317564,32.01678780983635,1
47.9415082208041,13.420002771427894,30.34658396125193,1
71.93786847116006,7.784027948142409,11.096701766347122,1
56.968392143367566,13.372304930948975,46.11715819201143,1
45.28495378330529,13.233285248105883,23.40109726408138,1
44.581439286314534,15.102616626327945,13.420153195657427,1
33.29272609812485,24.34442825710537,19.777130626190505,1
53.60720409123346,3.375296070099612,53.98452904729496,1
43.8833814726196,15.595780810055986,41.22713488041279,1
72.58663945107266,2.5873889137615844,33.965759543763305,1
80.53508586289809,8.587656798099012,26.841168536316136,1
51.71766118734632,14.688712331529775,36.90605441599962,1
30.26142290862753,20.09988454816639,14.76878596593415,1
65.14061187154729,9.940083841558106,34.59132662997937,1
63.03807580069471,15.062906478302894,52.62516832690154,1
48.57626530061568,23.212106267383863,27.761122815709683,1
58.386071354393465,15.276890744185224,37.49608211923654,1
74.9967215305332,22.829529439768056,34.86052281718857,1
76.46197330805583,10.760269494209833,42.89767536652854,1
43.30705903543452,20.30191595787848,48.76281082392431,1
83.82809807286463,19.440567851382788,40.63104625112327,1
62.06085663372849,20.183734394177367,41.24071094113025,1
50.47691377445166,23.953758721338488,36.25948643349359,1
109.07211922577713,12.695529707717956,41.016803015838704,1
87.18388698693846,18.16546660831488,24.818115698383004,1
53.13682190064225,7.883651929663353,42.06244369325646,1
105.37606581379059,19.27895416338022,60.05021386747553,1
44.082195058424865,3.9526981593733663,44.64413365354517,1
54.08536887407993,13.098589414710519,36.78936254856842,1
78.54129091256722,28.89872988674123,30.716244150680428,1
75.3943955521281,10.404532622363316,43.82839692400621,1
46.39478879162266,26.69391934469006,38.11475493114985,1
57.2471731372911,31.78062074840125,31.04724119729121,1
74.0412452635518,21.622748129695648,31.74830523509079,1
